link_id,from_node_id,to_node_id,dir_flag,length,lanes,capacity,free_speed,toll,link_type,allowed_uses,VDF_alpha,VDF_beta,VDF_plf,ref_volume,ref_cost,VDF_fftt,geometry
12,12,558,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6985.780000000035,13.119813223180225,0.0,"LINESTRING (-87.72559417116042 41.90182521600896, -87.7136886715108 41.910827442235174)"
13,13,559,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,9401.479999999989,13.119813223180225,0.0,"LINESTRING (-87.71964142133561 41.87211786946244, -87.70773592168598 41.88112009568866)"
14,14,560,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,14763.689999999988,13.119813223180225,0.0,"LINESTRING (-87.7136886715108 41.92973211731022, -87.70178317186117 41.93873434353644)"
15,15,561,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,8934.72000000003,13.119813223180225,0.0,"LINESTRING (-87.68035327249183 41.903625661254196, -87.6684477728422 41.91262788748041)"
16,16,562,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,10301.01000000001,13.119813223180225,0.0,"LINESTRING (-87.6684477728422 41.87571875995293, -87.65654227319257 41.88472098617915)"
17,17,563,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,9098.550000000025,13.119813223180225,0.0,"LINESTRING (-87.63749347375317 41.90182521600896, -87.62558797410354 41.910827442235174)"
18,18,564,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,9300.73999999999,13.119813223180225,0.0,"LINESTRING (-87.6303501739634 41.88021987306604, -87.61844467431376 41.889222099292255)"
19,19,565,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2624.6100000000297,13.119813223180225,0.0,"LINESTRING (-87.62558797410354 41.85861453012312, -87.61368247445391 41.867616756349335)"
20,20,566,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,7707.950000000041,13.119813223180225,0.0,"LINESTRING (-87.71726032140567 41.84061007767069, -87.70535482175605 41.849612303896905)"
21,21,567,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4696.169999999984,13.119813223180225,0.0,"LINESTRING (-87.67082887277213 41.85411341701001, -87.6589233731225 41.86311564323623)"
22,22,568,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3370.8200000000434,13.119813223180225,0.0,"LINESTRING (-87.62201632420866 41.83610896455758, -87.61011082455903 41.8451111907838)"
23,23,569,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,12667.829999999987,13.119813223180225,0.0,"LINESTRING (-87.66249502301739 41.823505847840885, -87.65058952336776 41.8325080740671)"
24,24,570,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6010.920000000064,13.119813223180225,0.0,"LINESTRING (-87.7136886715108 41.81900473472778, -87.70178317186117 41.82800696095399)"
25,25,571,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5993.210000000006,13.119813223180225,0.0,"LINESTRING (-87.76964451986404 41.78929738818126, -87.75773902021442 41.798299614407476)"
26,26,572,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,12936.830000000038,13.119813223180225,0.0,"LINESTRING (-87.7101170216159 41.78209560720029, -87.69821152196627 41.791097833426505)"
27,27,573,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,7749.49000000002,13.119813223180225,0.0,"LINESTRING (-87.6589233731225 41.7784947167098, -87.64701787347288 41.787496942936016)"
28,28,574,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,8700.36,13.119813223180225,0.0,"LINESTRING (-87.61368247445391 41.80640161801107, -87.6017769748043 41.81540384423729)"
29,29,575,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,14581.239999999962,13.119813223180225,0.0,"LINESTRING (-87.6017769748043 41.76409115474786, -87.58987147515467 41.773093380974075)"
30,30,576,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5416.9700000000375,13.119813223180225,0.0,"LINESTRING (-87.71130757158086 41.74698692491805, -87.69940207193123 41.75598915114426)"
31,31,577,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,7838.860000000044,13.119813223180225,0.0,"LINESTRING (-87.65416117326265 41.73528403082397, -87.64225567361302 41.744286257050184)"
32,32,578,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,7900.650000000009,13.119813223180225,0.0,"LINESTRING (-87.67797217256191 41.7028760164096, -87.66606667291228 41.71187824263581)"
33,33,579,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4727.449999999975,13.119813223180225,0.0,"LINESTRING (-87.6208257742437 41.67406889248571, -87.60892027459407 41.68307111871192)"
34,34,580,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6460.140000000087,13.119813223180225,0.0,"LINESTRING (-87.61963522427872 41.71187824263581, -87.6077297246291 41.72088046886203)"
35,35,581,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5145.610000000073,13.119813223180225,0.0,"LINESTRING (-87.5601077260306 41.74158558918232, -87.54820222638097 41.75058781540854)"
36,36,582,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6100.870000000046,13.119813223180225,0.0,"LINESTRING (-87.5565360761357 41.68757223182503, -87.54463057648607 41.696574458051245)"
37,37,583,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,1148.8099999999686,13.119813223180225,0.0,"LINESTRING (-87.90774831579972 41.98194502942227, -87.8958428161501 41.990947255648486)"
38,38,584,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2228.4799999999886,13.119813223180225,0.0,"LINESTRING (-88.17562205791636 42.114277754947636, -88.16371655826673 42.12327998117385)"
39,39,585,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6737.860000000044,13.119813223180225,0.0,"LINESTRING (-88.03394661208578 42.13408265264531, -88.02204111243616 42.14308487887153)"
40,40,586,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,1866.6600000000544,13.119813223180225,0.0,"LINESTRING (-88.09347411033391 42.13408265264531, -88.0815686106843 42.14308487887153)"
41,41,587,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,8069.74000000002,13.119813223180225,0.0,"LINESTRING (-88.03394661208578 42.09087196675948, -88.02204111243616 42.099874192985695)"
42,42,588,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2120.699999999997,13.119813223180225,0.0,"LINESTRING (-88.09228356036895 42.09087196675948, -88.08037806071933 42.099874192985695)"
43,43,589,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5257.639999999978,13.119813223180225,0.0,"LINESTRING (-87.91846326548439 42.13318243002269, -87.90655776583476 42.14218465624891)"
44,44,590,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,7128.540000000001,13.119813223180225,0.0,"LINESTRING (-87.97680021376758 42.13408265264531, -87.96489471411795 42.14308487887153)"
45,45,591,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6238.190000000024,13.119813223180225,0.0,"LINESTRING (-87.91846326548439 42.09087196675948, -87.90655776583476 42.099874192985695)"
46,46,592,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6568.320000000029,13.119813223180225,0.0,"LINESTRING (-87.97799076373254 42.089071521514235, -87.9660852640829 42.09807374774045)"
47,47,593,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2892.1599999999817,13.119813223180225,0.0,"LINESTRING (-87.80417046884796 42.13408265264531, -87.79226496919833 42.14308487887153)"
48,48,594,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4978.070000000043,13.119813223180225,0.0,"LINESTRING (-87.86131686716618 42.13408265264531, -87.84941136751655 42.14308487887153)"
49,49,595,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3495.580000000009,13.119813223180225,0.0,"LINESTRING (-87.80536101881293 42.09087196675948, -87.7934555191633 42.099874192985695)"
50,50,596,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4758.000000000007,13.119813223180225,0.0,"LINESTRING (-87.86131686716618 42.09087196675948, -87.84941136751655 42.099874192985695)"
51,51,597,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,1577.300000000032,13.119813223180225,0.0,"LINESTRING (-87.75535792028448 42.13138198477745, -87.74345242063487 42.14038421100366)"
52,52,598,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2041.280000000006,13.119813223180225,0.0,"LINESTRING (-87.69821152196627 42.08006929528802, -87.68630602231664 42.089071521514235)"
53,53,599,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4665.3299999999435,13.119813223180225,0.0,"LINESTRING (-87.74702407052975 42.089071521514235, -87.73511857088012 42.09807374774045)"
54,54,600,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,1259.869999999959,13.119813223180225,0.0,"LINESTRING (-88.17205040802146 42.05036194874151, -88.16014490837183 42.059364174967726)"
55,55,601,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,1778.4199999999837,13.119813223180225,0.0,"LINESTRING (-88.2315779062696 42.048561503496266, -88.21967240661998 42.05756372972248)"
56,56,602,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4297.130000000056,13.119813223180225,0.0,"LINESTRING (-88.17205040802146 42.01165237596879, -88.16014490837183 42.020654602195)"
57,57,603,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,1646.8499999999913,13.119813223180225,0.0,"LINESTRING (-88.2315779062696 42.01165237596879, -88.21967240661998 42.020654602195)"
58,58,604,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5962.500000000007,13.119813223180225,0.0,"LINESTRING (-88.06013871131496 42.053062616609374, -88.04823321166533 42.06206484283559)"
59,59,605,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5225.8000000000175,13.119813223180225,0.0,"LINESTRING (-88.11609455966821 42.05126217136413, -88.10418906001858 42.060264397590345)"
60,60,606,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5148.460000000021,13.119813223180225,0.0,"LINESTRING (-88.06013871131496 42.016153489081894, -88.04823321166533 42.02515571530811)"
61,61,607,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5264.460000000021,13.119813223180225,0.0,"LINESTRING (-88.11609455966821 42.01435304383665, -88.10418906001858 42.023355270062865)"
62,62,608,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5472.5000000000655,13.119813223180225,0.0,"LINESTRING (-87.95060811453838 42.053962839232, -87.93870261488875 42.062965065458215)"
63,63,609,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3718.920000000013,13.119813223180225,0.0,"LINESTRING (-88.00537341292667 42.053062616609374, -87.99346791327704 42.06206484283559)"
64,64,610,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,9104.309999999961,13.119813223180225,0.0,"LINESTRING (-87.95060811453838 42.01705371170451, -87.93870261488875 42.02605593793073)"
65,65,611,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3468.0899999999892,13.119813223180225,0.0,"LINESTRING (-88.00418286296171 42.016153489081894, -87.99227736331208 42.02515571530811)"
66,66,612,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6193.350000000013,13.119813223180225,0.0,"LINESTRING (-87.83869641783188 42.05486306185462, -87.82679091818225 42.063865288080834)"
67,67,613,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3858.5899999999456,13.119813223180225,0.0,"LINESTRING (-87.89465226618513 42.05486306185462, -87.8827467665355 42.063865288080834)"
68,68,614,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6526.74999999992,13.119813223180225,0.0,"LINESTRING (-87.83869641783188 42.020654602195, -87.82679091818225 42.02965682842122)"
69,69,615,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6270.569999999992,13.119813223180225,0.0,"LINESTRING (-87.89346171622017 42.019754379572376, -87.88155621657054 42.02875660579859)"
70,70,616,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4480.420000000013,13.119813223180225,0.0,"LINESTRING (-87.72083197130057 42.053962839232, -87.70892647165094 42.062965065458215)"
71,71,617,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3979.9199999999983,13.119813223180225,0.0,"LINESTRING (-87.78155001951367 42.05576328447724, -87.76964451986404 42.06476551070345)"
72,72,618,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,7296.6600000000035,13.119813223180225,0.0,"LINESTRING (-87.72321307123049 42.02605593793073, -87.71130757158086 42.03505816415694)"
73,73,619,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,7675.900000000067,13.119813223180225,0.0,"LINESTRING (-87.78035946954871 42.02605593793073, -87.76845396989908 42.03505816415694)"
74,74,620,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2642.7200000000157,13.119813223180225,0.0,"LINESTRING (-87.68392492238672 42.05486306185462, -87.6720194227371 42.063865288080834)"
75,75,621,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2685.2300000000614,13.119813223180225,0.0,"LINESTRING (-87.68392492238672 42.034157941534325, -87.6720194227371 42.04316016776054)"
76,76,622,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5958.850000000028,13.119813223180225,0.0,"LINESTRING (-87.87084126688588 41.976543693686544, -87.85893576723625 41.98554591991276)"
77,77,623,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,7998.540000000015,13.119813223180225,0.0,"LINESTRING (-87.89465226618513 41.93243278517809, -87.8827467665355 41.9414350114043)"
78,78,624,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6831.440000000039,13.119813223180225,0.0,"LINESTRING (-87.83750586786692 41.92793167206498, -87.8256003682173 41.936933898291194)"
79,79,625,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3838.330000000031,13.119813223180225,0.0,"LINESTRING (-87.81964761839248 41.964840799592466, -87.80774211874285 41.97384302581868)"
80,80,626,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,10315.779999999992,13.119813223180225,0.0,"LINESTRING (-87.83393421797203 41.888321876669636, -87.8220287183224 41.89732410289585)"
81,81,627,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,8352.050000000054,13.119813223180225,0.0,"LINESTRING (-87.89346171622017 41.88742165404701, -87.88155621657054 41.896423880273225)"
82,82,628,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5765.210000000028,13.119813223180225,0.0,"LINESTRING (-87.83393421797203 41.84601141340642, -87.8220287183224 41.85501363963264)"
83,83,629,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4294.90999999996,13.119813223180225,0.0,"LINESTRING (-87.88989006632528 41.84331074553856, -87.87798456667565 41.852312971764775)"
84,84,630,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6438.07999999998,13.119813223180225,0.0,"LINESTRING (-87.7934555191633 41.889222099292255, -87.78155001951367 41.89822432551847)"
85,85,631,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,13283.460000000036,13.119813223180225,0.0,"LINESTRING (-87.77321616975892 41.84601141340642, -87.7613106701093 41.85501363963264)"
86,86,632,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5293.369999999944,13.119813223180225,0.0,"LINESTRING (-87.83036256807715 41.801900504897965, -87.81845706842752 41.81090273112418)"
87,87,633,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5977.540000000008,13.119813223180225,0.0,"LINESTRING (-87.88750896639536 41.80010005965272, -87.87560346674573 41.809102285878936)"
88,88,634,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4579.1600000000035,13.119813223180225,0.0,"LINESTRING (-87.83036256807715 41.75778959638951, -87.81845706842752 41.76679182261572)"
89,89,635,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2370.390000000065,13.119813223180225,0.0,"LINESTRING (-87.88750896639536 41.75598915114426, -87.87560346674573 41.76499137737048)"
90,90,636,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2212.5500000000684,13.119813223180225,0.0,"LINESTRING (-87.77559726968886 41.81360339899204, -87.76369177003923 41.82260562521826)"
91,91,637,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,7079.2200000000375,13.119813223180225,0.0,"LINESTRING (-87.77321616975892 41.75778959638951, -87.7613106701093 41.76679182261572)"
92,92,638,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,1746.5000000000437,13.119813223180225,0.0,"LINESTRING (-87.96965691397779 41.66326622101425, -87.95775141432816 41.67226844724046)"
93,93,639,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4363.860000000044,13.119813223180225,0.0,"LINESTRING (-87.82798146814721 41.714578910503676, -87.81607596849759 41.72358113672989)"
94,94,640,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,471.0199999999895,13.119813223180225,0.0,"LINESTRING (-87.88512786646544 41.71277846525843, -87.87322236681581 41.721780691484646)"
95,95,641,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2752.809999999983,13.119813223180225,0.0,"LINESTRING (-87.82679091818225 41.6695677793726, -87.81488541853263 41.678570005598814)"
96,96,642,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,587.4100000000108,13.119813223180225,0.0,"LINESTRING (-87.8827467665355 41.6695677793726, -87.87084126688588 41.678570005598814)"
97,97,643,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,6304.8299999999945,13.119813223180225,0.0,"LINESTRING (-87.71487922147575 41.72268091410727, -87.70297372182613 41.73168314033349)"
98,98,644,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,8436.920000000064,13.119813223180225,0.0,"LINESTRING (-87.770835069829 41.715479133126294, -87.75892957017938 41.72448135935251)"
99,99,645,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4527.159999999996,13.119813223180225,0.0,"LINESTRING (-87.7101170216159 41.66326622101425, -87.69821152196627 41.67226844724046)"
100,100,646,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3592.630000000041,13.119813223180225,0.0,"LINESTRING (-87.76964451986404 41.671368224617844, -87.75773902021442 41.68037045084406)"
101,101,647,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3144.709999999999,13.119813223180225,0.0,"LINESTRING (-87.66130447305243 41.660565553146384, -87.6493989734028 41.6695677793726)"
102,102,648,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3681.7200000000084,13.119813223180225,0.0,"LINESTRING (-87.8256003682173 41.62545687086414, -87.81369486856767 41.63445909709036)"
103,103,649,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,1743.1300000000192,13.119813223180225,0.0,"LINESTRING (-87.88036566660558 41.62455664824152, -87.86846016695596 41.63355887446774)"
104,104,650,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3100.1800000000076,13.119813223180225,0.0,"LINESTRING (-87.8220287183224 41.58224618497831, -87.81012321867277 41.591248411204525)"
105,105,651,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,983.6300000000119,13.119813223180225,0.0,"LINESTRING (-87.88155621657054 41.581345962355684, -87.86965071692092 41.5903481885819)"
106,106,652,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3859.9100000000326,13.119813223180225,0.0,"LINESTRING (-87.70773592168598 41.628157538732005, -87.69583042203635 41.63715976495822)"
107,107,653,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3630.970000000023,13.119813223180225,0.0,"LINESTRING (-87.76726341993411 41.628157538732005, -87.75535792028448 41.63715976495822)"
108,108,654,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3769.100000000035,13.119813223180225,0.0,"LINESTRING (-87.70654537172102 41.584046630223554, -87.69463987207139 41.59304885644977)"
109,109,655,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3028.099999999984,13.119813223180225,0.0,"LINESTRING (-87.76488232000419 41.58224618497831, -87.75297682035456 41.591248411204525)"
110,110,656,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5660.599999999962,13.119813223180225,0.0,"LINESTRING (-87.58987147515467 41.628157538732005, -87.57796597550504 41.63715976495822)"
111,111,657,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5463.479999999974,13.119813223180225,0.0,"LINESTRING (-87.64820842343784 41.62995798397725, -87.63630292378821 41.638960210203464)"
112,112,658,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3659.2299999999595,13.119813223180225,0.0,"LINESTRING (-87.58868092518969 41.58314640760093, -87.57677542554006 41.592148633827144)"
113,113,659,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3784.7299999999523,13.119813223180225,0.0,"LINESTRING (-87.64701787347288 41.58314640760093, -87.63511237382325 41.592148633827144)"
114,114,660,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2147.450000000019,13.119813223180225,0.0,"LINESTRING (-87.54463057648607 41.628157538732005, -87.53272507683644 41.63715976495822)"
115,115,661,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4043.6100000000224,13.119813223180225,0.0,"LINESTRING (-87.54344002652111 41.584046630223554, -87.53153452687148 41.59304885644977)"
116,116,662,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2374.709999999992,13.119813223180225,0.0,"LINESTRING (-87.70535482175605 41.53903549909248, -87.69344932210642 41.54803772531869)"
117,117,663,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,824.0800000000163,13.119813223180225,0.0,"LINESTRING (-87.7613106701093 41.53903549909248, -87.74940517045968 41.54803772531869)"
118,118,664,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4286.070000000014,13.119813223180225,0.0,"LINESTRING (-87.70297372182613 41.49492459058402, -87.6910682221765 41.503926816810235)"
119,119,665,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,1278.8700000000172,13.119813223180225,0.0,"LINESTRING (-87.76012012014434 41.49492459058402, -87.74821462049471 41.503926816810235)"
120,120,666,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,1507.37000000001,13.119813223180225,0.0,"LINESTRING (-87.58868092518969 41.53903549909248, -87.57677542554006 41.54803772531869)"
121,121,667,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3785.8199999999924,13.119813223180225,0.0,"LINESTRING (-87.64701787347288 41.53903549909248, -87.63511237382325 41.54803772531869)"
122,122,668,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,1943.729999999945,13.119813223180225,0.0,"LINESTRING (-87.58749037522473 41.49582481320664, -87.5755848755751 41.504827039432854)"
123,123,669,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,4281.930000000044,13.119813223180225,0.0,"LINESTRING (-87.64582732350792 41.49582481320664, -87.63392182385829 41.504827039432854)"
124,124,670,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,1800.8500000000204,13.119813223180225,0.0,"LINESTRING (-87.54224947655615 41.52103104664005, -87.53034397690652 41.53003327286626)"
125,125,671,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2224.150000000067,13.119813223180225,0.0,"LINESTRING (-88.1744315079514 41.96934191270557, -88.16252600830177 41.97834413893179)"
126,126,672,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,507.2900000000227,13.119813223180225,0.0,"LINESTRING (-88.23038735630465 41.9666412448377, -88.21848185665502 41.97564347106392)"
127,127,673,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2137.820000000036,13.119813223180225,0.0,"LINESTRING (-88.17205040802146 41.925231004197116, -88.16014490837183 41.93423323042333)"
128,128,674,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,864.1500000000669,13.119813223180225,0.0,"LINESTRING (-88.2315779062696 41.92253033632925, -88.21967240661998 41.93153256255547)"
129,129,675,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3848.75,13.119813223180225,0.0,"LINESTRING (-88.06251981124488 41.97024213532819, -88.05061431159527 41.97924436155441)"
130,130,676,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,2993.410000000069,13.119813223180225,0.0,"LINESTRING (-88.11609455966821 41.96844169008295, -88.10418906001858 41.97744391630916)"
131,131,677,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5005.799999999981,13.119813223180225,0.0,"LINESTRING (-88.06013871131496 41.928831894687605, -88.04823321166533 41.93783412091382)"
132,132,678,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3968.5,13.119813223180225,0.0,"LINESTRING (-88.11609455966821 41.926131226819734, -88.10418906001858 41.93513345304595)"
133,133,679,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5192.120000000024,13.119813223180225,0.0,"LINESTRING (-87.96251361418801 41.972942803196055, -87.95060811453838 41.98194502942227)"
134,134,680,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,3356.6500000000306,13.119813223180225,0.0,"LINESTRING (-88.00537341292667 41.972942803196055, -87.99346791327704 41.98194502942227)"
135,135,681,1,0,1,49500.0,60,0.0,3.0,,0.15,4.0,1,5479.750000000036,13.119813223180225,0.0,"LINESTRING (-87.95060811453838 41.928831894687605, -87.93870261488875 41.93783412091382)"
