mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,mvmt_txt_id,geometry,volume,free_speed,allowed_uses
38,8,,,24,1,1,22,1,1,1,,,right,,,,EBR,"LINESTRING (-96.7113029 43.5620564, -96.7116470 43.5622520)",,,
39,8,,,47,1,1,19,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7111171 43.5622520, -96.7111178 43.5623990)",,,
40,8,,,47,1,1,20,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7111171 43.5622520, -96.7112606 43.5620683)",,,
41,8,,,47,1,1,21,1,1,1,,,left,,,,NBL,"LINESTRING (-96.7111171 43.5622520, -96.7116038 43.5624924)",,,
42,9,,,13,1,1,24,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7315076 43.5486630, -96.7310192 43.5484287)",,,
43,9,,,13,1,1,25,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7315076 43.5486630, -96.7315103 43.5485400)",,,
44,9,,,21,1,1,23,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7313202 43.5488637, -96.7309785 43.5486740)",,,
45,9,,,21,1,1,25,1,1,1,,,thru,,,,WBT,"LINESTRING (-96.7313202 43.5488637, -96.7315103 43.5485400)",,,
46,9,,,26,1,1,23,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7309812 43.5485090, -96.7309785 43.5486740)",,,
47,9,,,26,1,1,24,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7309812 43.5485090, -96.7310192 43.5484287)",,,
48,10,,,25,1,1,27,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7316978 43.5453590, -96.7315565 43.5455277)",,,
49,10,,,25,1,1,28,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7316978 43.5453590, -96.7317033 43.5451999)",,,
50,10,,,25,1,1,29,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7316978 43.5453590, -96.7313205 43.5450142)",,,
51,10,,,25,1,1,30,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7316978 43.5453590, -96.7313945 43.5449920)",,,
52,10,,,32,1,1,26,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7315166 43.5449997, -96.7311698 43.5453270)",,,
53,10,,,32,1,1,28,1,1,1,,,right,,,,EBR,"LINESTRING (-96.7315166 43.5449997, -96.7317033 43.5451999)",,,
54,10,,,32,1,1,29,1,1,1,,,thru,,,,EBT,"LINESTRING (-96.7315166 43.5449997, -96.7313205 43.5450142)",,,
55,10,,,32,1,1,30,1,1,1,,,thru,,,,EBT,"LINESTRING (-96.7315166 43.5449997, -96.7313945 43.5449920)",,,
56,10,,,43,1,1,26,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7311732 43.5451979, -96.7311698 43.5453270)",,,
57,10,,,43,1,1,27,1,1,1,,,left,,,,NBL,"LINESTRING (-96.7311732 43.5451979, -96.7315565 43.5455277)",,,
58,10,,,43,1,1,29,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7311732 43.5451979, -96.7313205 43.5450142)",,,
59,10,,,43,1,1,30,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7311732 43.5451979, -96.7313945 43.5449920)",,,
60,10,,,48,1,1,26,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7313585 43.5455422, -96.7311698 43.5453270)",,,
61,10,,,48,1,1,27,1,1,1,,,thru,,,,WBT,"LINESTRING (-96.7313585 43.5455422, -96.7315565 43.5455277)",,,
62,10,,,48,1,1,28,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7313585 43.5455422, -96.7317033 43.5451999)",,,
63,10,,,48,1,1,30,1,1,1,,,uturn,,,,WBU,"LINESTRING (-96.7313585 43.5455422, -96.7313945 43.5449920)",,,
64,10,,,51,1,1,26,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7312904 43.5455120, -96.7311698 43.5453270)",,,
65,10,,,51,1,1,27,1,1,1,,,thru,,,,WBT,"LINESTRING (-96.7312904 43.5455120, -96.7315565 43.5455277)",,,
66,10,,,51,1,1,28,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7312904 43.5455120, -96.7317033 43.5451999)",,,
67,10,,,51,1,1,29,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7312904 43.5455120, -96.7313205 43.5450142)",,,
68,11,,,10,1,1,32,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7471062 43.5441980, -96.7467224 43.5438743)",,,
69,11,,,10,1,1,33,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7471062 43.5441980, -96.7469410 43.5443944)",,,
70,11,,,10,1,1,34,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7471062 43.5441980, -96.7471159 43.5441324)",,,
71,11,,,27,1,1,31,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7467615 43.5444023, -96.7465772 43.5442070)",,,
72,11,,,27,1,1,33,1,1,1,,,thru,,,,WBT,"LINESTRING (-96.7467615 43.5444023, -96.7469410 43.5443944)",,,
73,11,,,27,1,1,34,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7467615 43.5444023, -96.7471159 43.5441324)",,,
74,11,,,36,1,1,31,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7469380 43.5438654, -96.7465772 43.5442070)",,,
75,11,,,36,1,1,32,1,1,1,,,thru,,,,EBT,"LINESTRING (-96.7469380 43.5438654, -96.7467224 43.5438743)",,,
76,11,,,36,1,1,34,1,1,1,,,right,,,,EBR,"LINESTRING (-96.7469380 43.5438654, -96.7471159 43.5441324)",,,
77,11,,,40,1,1,31,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7466060 43.5439884, -96.7465772 43.5442070)",,,
78,11,,,40,1,1,32,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7466060 43.5439884, -96.7467224 43.5438743)",,,
79,11,,,40,1,1,33,1,1,1,,,left,,,,NBL,"LINESTRING (-96.7466060 43.5439884, -96.7469410 43.5443944)",,,
80,12,,,7,1,1,36,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7803817 43.5440643, -96.7800359 43.5436766)",,,
81,12,,,7,1,1,37,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7803817 43.5440643, -96.7804117 43.5439341)",,,
82,12,,,33,1,1,35,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7800389 43.5442056, -96.7798627 43.5439592)",,,
83,12,,,33,1,1,37,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7800389 43.5442056, -96.7804117 43.5439341)",,,
84,12,,,38,1,1,35,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7798976 43.5438061, -96.7798627 43.5439592)",,,
85,12,,,38,1,1,36,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7798976 43.5438061, -96.7800359 43.5436766)",,,
86,13,,,37,1,1,39,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7936164 43.4908419, -96.7932127 43.4904780)",,,
87,13,,,74,1,1,38,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7933557 43.4909880, -96.7931024 43.4907139)",,,
88,14,,,34,1,1,41,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7512701 43.5294486, -96.7509350 43.5290415)",,,
89,14,,,34,1,1,42,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7512701 43.5294486, -96.7512994 43.5292320)",,,
90,14,,,44,1,1,40,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7509380 43.5295715, -96.7507610 43.5293046)",,,
91,14,,,44,1,1,42,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7509380 43.5295715, -96.7512994 43.5292320)",,,
92,14,,,71,1,1,40,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7507703 43.5292369, -96.7507610 43.5293046)",,,
93,14,,,71,1,1,41,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7507703 43.5292369, -96.7509350 43.5290415)",,,
94,15,,,28,1,1,44,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7317677 43.5294740, -96.7316040 43.5296655)",,,
95,15,,,28,1,1,45,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7317677 43.5294740, -96.7314021 43.5291369)",,,
96,15,,,28,1,1,46,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7317677 43.5294740, -96.7317667 43.5293239)",,,
97,15,,,41,1,1,43,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7316010 43.5291355, -96.7312388 43.5294720)",,,
98,15,,,41,1,1,45,1,1,1,,,thru,,,,EBT,"LINESTRING (-96.7316010 43.5291355, -96.7314021 43.5291369)",,,
99,15,,,41,1,1,46,1,1,1,,,right,,,,EBR,"LINESTRING (-96.7316010 43.5291355, -96.7317667 43.5293239)",,,
100,15,,,57,1,1,43,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7314070 43.5296669, -96.7312388 43.5294720)",,,
101,15,,,57,1,1,44,1,1,1,,,thru,,,,WBT,"LINESTRING (-96.7314070 43.5296669, -96.7316040 43.5296655)",,,
102,15,,,57,1,1,46,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7314070 43.5296669, -96.7317667 43.5293239)",,,
103,15,,,67,1,1,43,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7312378 43.5293340, -96.7312388 43.5294720)",,,
104,15,,,67,1,1,44,1,1,1,,,left,,,,NBL,"LINESTRING (-96.7312378 43.5293340, -96.7316040 43.5296655)",,,
105,15,,,67,1,1,45,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7312378 43.5293340, -96.7314021 43.5291369)",,,
106,16,,,22,1,1,48,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7116470 43.5468160, -96.7114996 43.5470008)",,,
107,16,,,22,1,1,49,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7116470 43.5468160, -96.7116470 43.5466719)",,,
108,16,,,22,1,1,50,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7116470 43.5468160, -96.7112830 43.5464790)",,,
109,16,,,29,1,1,47,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7114605 43.5464728, -96.7111170 43.5468161)",,,
110,16,,,29,1,1,49,1,1,1,,,right,,,,EBR,"LINESTRING (-96.7114605 43.5464728, -96.7116470 43.5466719)",,,
111,16,,,29,1,1,50,1,1,1,,,thru,,,,EBT,"LINESTRING (-96.7114605 43.5464728, -96.7112830 43.5464790)",,,
112,16,,,52,1,1,47,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7111170 43.5466720, -96.7111170 43.5468161)",,,
113,16,,,52,1,1,48,1,1,1,,,left,,,,NBL,"LINESTRING (-96.7111170 43.5466720, -96.7114996 43.5470008)",,,
114,16,,,52,1,1,50,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7111170 43.5466720, -96.7112830 43.5464790)",,,
115,16,,,55,1,1,47,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7112829 43.5470080, -96.7111170 43.5468161)",,,
116,16,,,55,1,1,48,1,1,1,,,thru,,,,WBT,"LINESTRING (-96.7112829 43.5470080, -96.7114996 43.5470008)",,,
117,16,,,55,1,1,49,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7112829 43.5470080, -96.7116470 43.5466719)",,,
118,17,,,30,1,1,52,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7115285 43.5410390, -96.7111170 43.5413520)",,,
119,17,,,30,1,1,53,1,1,1,,,right,,,,EBR,"LINESTRING (-96.7115285 43.5410390, -96.7116466 43.5412070)",,,
120,17,,,49,1,1,51,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7116470 43.5413520, -96.7114256 43.5415590)",,,
121,17,,,49,1,1,53,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7116470 43.5413520, -96.7116466 43.5412070)",,,
122,17,,,58,1,1,51,1,1,1,,,left,,,,NBL,"LINESTRING (-96.7111166 43.5412099, -96.7114256 43.5415590)",,,
123,17,,,58,1,1,52,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7111166 43.5412099, -96.7111170 43.5413520)",,,
124,18,,,18,1,1,55,1,1,1,,,right,,,,SBR,"LINESTRING (-96.6943402 43.5468260, -96.6941771 43.5470080)",,,
125,18,,,18,1,1,56,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.6943402 43.5468260, -96.6943475 43.5468030)",,,
126,18,,,50,1,1,54,1,1,1,,,left,,,,EBL,"LINESTRING (-96.6941770 43.5464790, -96.6938113 43.5468050)",,,
127,18,,,50,1,1,56,1,1,1,,,right,,,,EBR,"LINESTRING (-96.6941770 43.5464790, -96.6943475 43.5468030)",,,
128,18,,,60,1,1,54,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.6938825 43.5465500, -96.6938113 43.5468050)",,,
129,18,,,60,1,1,55,1,1,1,,,left,,,,NBL,"LINESTRING (-96.6938825 43.5465500, -96.6941771 43.5470080)",,,
130,19,,,45,1,1,58,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7114130 43.5293251, -96.7110514 43.5296650)",,,
131,19,,,45,1,1,59,1,1,1,,,right,,,,EBR,"LINESTRING (-96.7114130 43.5293251, -96.7115803 43.5295169)",,,
132,19,,,53,1,1,57,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7115813 43.5296620, -96.7114180 43.5298551)",,,
133,19,,,53,1,1,59,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7115813 43.5296620, -96.7115803 43.5295169)",,,
134,19,,,61,1,1,57,1,1,1,,,left,,,,NBL,"LINESTRING (-96.7110504 43.5295220, -96.7114180 43.5298551)",,,
135,19,,,61,1,1,58,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7110504 43.5295220, -96.7110514 43.5296650)",,,
136,20,,,56,1,1,61,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7113816 43.5155270, -96.7109206 43.5154080)",,,
137,20,,,56,1,1,62,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7113816 43.5155270, -96.7113418 43.5155680)",,,
138,20,,,56,1,1,63,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7113816 43.5155270, -96.7112899 43.5155956)",,,
139,20,,,59,1,1,60,1,1,1,,,uturn,,,,SBU,"LINESTRING (-96.7114507 43.5154030, -96.7109165 43.5152739)",,,
140,20,,,59,1,1,62,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7114507 43.5154030, -96.7113418 43.5155680)",,,
141,20,,,59,1,1,63,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7114507 43.5154030, -96.7112899 43.5155956)",,,
142,20,,,64,1,1,60,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7112158 43.5150530, -96.7109165 43.5152739)",,,
143,20,,,64,1,1,61,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7112158 43.5150530, -96.7109206 43.5154080)",,,
144,20,,,64,1,1,63,1,1,1,,,uturn,,,,EBU,"LINESTRING (-96.7112158 43.5150530, -96.7112899 43.5155956)",,,
145,20,,,68,1,1,60,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7112780 43.5150666, -96.7109165 43.5152739)",,,
146,20,,,68,1,1,61,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7112780 43.5150666, -96.7109206 43.5154080)",,,
147,20,,,68,1,1,62,1,1,1,,,right,,,,EBR,"LINESTRING (-96.7112780 43.5150666, -96.7113418 43.5155680)",,,
148,21,,,62,1,1,65,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7309482 43.5107650, -96.7307193 43.5105730)",,,
149,21,,,62,1,1,66,1,1,1,,,thru,,,,WBT,"LINESTRING (-96.7309482 43.5107650, -96.7311646 43.5106962)",,,
150,21,,,69,1,1,64,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7312483 43.5105409, -96.7308222 43.5102510)",,,
151,21,,,69,1,1,66,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7312483 43.5105409, -96.7311646 43.5106962)",,,
152,21,,,75,1,1,64,1,1,1,,,thru,,,,EBT,"LINESTRING (-96.7309666 43.5102042, -96.7308222 43.5102510)",,,
153,21,,,75,1,1,65,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7309666 43.5102042, -96.7307193 43.5105730)",,,
154,22,,,46,1,1,68,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7315073 43.5149250, -96.7311361 43.5145954)",,,
155,22,,,46,1,1,69,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7315073 43.5149250, -96.7315017 43.5147700)",,,
156,22,,,46,1,1,70,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7315073 43.5149250, -96.7313399 43.5151230)",,,
157,22,,,63,1,1,67,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7311491 43.5151254, -96.7309782 43.5149350)",,,
158,22,,,63,1,1,69,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7311491 43.5151254, -96.7315017 43.5147700)",,,
159,22,,,63,1,1,70,1,1,1,,,thru,,,,WBT,"LINESTRING (-96.7311491 43.5151254, -96.7313399 43.5151230)",,,
160,22,,,65,1,1,67,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7309726 43.5148021, -96.7309782 43.5149350)",,,
161,22,,,65,1,1,68,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7309726 43.5148021, -96.7311361 43.5145954)",,,
162,22,,,65,1,1,70,1,1,1,,,left,,,,NBL,"LINESTRING (-96.7309726 43.5148021, -96.7313399 43.5151230)",,,
163,22,,,72,1,1,67,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7313400 43.5145930, -96.7309782 43.5149350)",,,
164,22,,,72,1,1,68,1,1,1,,,thru,,,,EBT,"LINESTRING (-96.7313400 43.5145930, -96.7311361 43.5145954)",,,
165,22,,,72,1,1,69,1,1,1,,,right,,,,EBR,"LINESTRING (-96.7313400 43.5145930, -96.7315017 43.5147700)",,,
166,23,,,42,1,1,72,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7511696 43.5149280, -96.7508050 43.5145930)",,,
167,23,,,42,1,1,73,1,1,1,,,thru,,,,SBT,"LINESTRING (-96.7511696 43.5149280, -96.7511556 43.5147484)",,,
168,23,,,70,1,1,71,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7508050 43.5151230, -96.7506407 43.5149330)",,,
169,23,,,70,1,1,73,1,1,1,,,left,,,,WBL,"LINESTRING (-96.7508050 43.5151230, -96.7511556 43.5147484)",,,
170,23,,,76,1,1,71,1,1,1,,,thru,,,,NBT,"LINESTRING (-96.7506316 43.5148244, -96.7506407 43.5149330)",,,
171,23,,,76,1,1,72,1,1,1,,,right,,,,NBR,"LINESTRING (-96.7506316 43.5148244, -96.7508050 43.5145930)",,,
172,24,,,39,1,1,75,1,1,1,,,thru,,,,EBT,"LINESTRING (-96.7492203 43.5028830, -96.7490154 43.5029538)",,,
173,24,,,39,1,1,76,1,1,1,,,left,,,,EBL,"LINESTRING (-96.7492203 43.5028830, -96.7489484 43.5032737)",,,
174,24,,,66,1,1,74,1,1,1,,,thru,,,,WBT,"LINESTRING (-96.7492123 43.5034448, -96.7493643 43.5033930)",,,
175,24,,,66,1,1,76,1,1,1,,,right,,,,WBR,"LINESTRING (-96.7492123 43.5034448, -96.7489484 43.5032737)",,,
176,24,,,73,1,1,74,1,1,1,,,right,,,,SBR,"LINESTRING (-96.7494725 43.5031976, -96.7493643 43.5033930)",,,
177,24,,,73,1,1,75,1,1,1,,,left,,,,SBL,"LINESTRING (-96.7494725 43.5031976, -96.7490154 43.5029538)",,,
